직무,경력,지역,회사규모,재택비율,기술_개수,연봉
경리 회계,경력,서울,M,0,2,3613
데이터 분석가,경력,서울,M,0,3,8687
인사 총무,경력,경기,L,100,3,4935
데이터 분석가,경력,대전,M,0,3,7522
퍼포먼스 마케터,경력,대전,M,0,1,5166
데이터 엔지니어,경력,서울,M,50,4,11304
데이터 엔지니어,신입,서울,L,0,3,6833
인사 총무,경력,경기,S,0,2,3144
데이터 엔지니어,신입,서울,S,100,5,5808
인사 총무,신입,경기,S,50,1,3398
백엔드 개발자,경력,서울,M,50,2,7458
프론트엔드 개발자,신입,서울,L,0,4,6088
일반사무,경력,서울,S,50,3,2581
백엔드 개발자,신입,서울,S,0,4,4272
데이터 엔지니어,경력,부산,S,0,3,5967
프론트엔드 개발자,신입,서울,S,50,4,3919
데이터 분석가,경력,서울,M,50,2,6915
데이터 엔지니어,경력,서울,M,100,3,9086
백엔드 개발자,신입,서울,L,50,3,4232
일반사무,경력,서울,M,50,2,3301
데이터 분석가,신입,서울,M,100,5,5849
프론트엔드 개발자,경력,경기,M,50,3,5735
데이터 엔지니어,경력,부산,M,0,4,7274
데이터 엔지니어,경력,광주,M,0,2,6644
백엔드 개발자,경력,대구,S,0,5,5855
프론트엔드 개발자,경력,서울,L,50,4,6780
인사 총무,신입,서울,M,0,1,2000
경리 회계,경력,경기,M,50,3,3449
인사 총무,경력,서울,L,50,2,3643
데이터 분석가,신입,경기,S,50,2,5574
인사 총무,경력,서울,M,100,2,5068
영업 지원,신입,경기,S,0,2,2000
데이터 엔지니어,경력,경기,S,0,3,9524
데이터 엔지니어,경력,서울,S,0,2,7310
퍼포먼스 마케터,경력,서울,M,0,2,4031
경리 회계,신입,경기,S,50,3,3240
인사 총무,경력,경기,M,0,2,3961
일반사무,경력,서울,M,100,3,3713
퍼포먼스 마케터,경력,서울,S,50,3,6218
UI/UX 디자이너,경력,경기,M,50,1,6951
경리 회계,신입,서울,S,0,2,2000
데이터 분석가,경력,서울,M,50,5,8149
퍼포먼스 마케터,경력,서울,L,100,2,5679
데이터 분석가,신입,서울,S,50,4,4718
프론트엔드 개발자,경력,서울,L,0,3,5224
데이터 분석가,경력,서울,L,100,2,9726
데이터 분석가,경력,서울,M,0,4,8119
인사 총무,경력,서울,L,50,1,4923
데이터 엔지니어,신입,경기,M,0,3,6802
프론트엔드 개발자,경력,경기,M,100,2,7451
데이터 엔지니어,신입,부산,M,100,2,2335
데이터 엔지니어,신입,서울,S,0,2,4953
영업 지원,경력,경기,L,50,1,5767
고객상담 CS,경력,서울,M,100,3,3587
경리 회계,경력,서울,M,50,1,3768
UI/UX 디자이너,경력,부산,M,50,2,4171
경리 회계,경력,경기,S,0,3,3580
데이터 분석가,경력,서울,M,50,5,8805
프론트엔드 개발자,경력,광주,M,0,4,7475
인사 총무,경력,부산,S,100,2,3327
데이터 엔지니어,신입,부산,L,50,3,5906
프론트엔드 개발자,경력,경기,M,0,5,7258
프론트엔드 개발자,신입,서울,L,50,2,4040
프론트엔드 개발자,경력,서울,M,0,3,8254
퍼포먼스 마케터,신입,서울,M,50,3,2000
데이터 분석가,경력,광주,L,100,5,8670
데이터 분석가,신입,경기,M,0,5,3699
경리 회계,경력,경기,M,0,1,3500
UI/UX 디자이너,경력,인천,L,0,1,6789
고객상담 CS,경력,서울,L,0,2,3967
경리 회계,경력,서울,S,100,1,3452
백엔드 개발자,경력,경기,S,0,5,7488
데이터 분석가,신입,서울,M,100,4,6386
인사 총무,신입,서울,M,100,3,2000
일반사무,경력,대전,M,50,2,3538
영업 지원,신입,서울,S,0,2,2702
인사 총무,신입,서울,M,50,1,2787
고객상담 CS,경력,경기,M,50,2,3886
퍼포먼스 마케터,경력,서울,M,50,2,6731
퍼포먼스 마케터,경력,인천,L,0,1,6515
백엔드 개발자,경력,서울,S,0,3,6397
데이터 엔지니어,경력,서울,L,0,5,8393
UI/UX 디자이너,경력,서울,M,50,1,6601
고객상담 CS,경력,서울,L,50,2,5524
데이터 분석가,경력,인천,S,0,2,8198
데이터 엔지니어,경력,경기,M,0,5,8557
퍼포먼스 마케터,경력,서울,M,100,3,5596
프론트엔드 개발자,경력,인천,S,0,5,5749
데이터 엔지니어,신입,서울,M,0,3,3066
인사 총무,신입,서울,S,50,1,3099
고객상담 CS,신입,서울,L,0,3,2641
데이터 분석가,경력,서울,L,100,5,10229
일반사무,경력,경기,L,100,3,4243
퍼포먼스 마케터,신입,경기,M,0,1,3091
고객상담 CS,경력,경기,S,0,1,2796
데이터 분석가,경력,부산,M,50,4,6092
데이터 분석가,경력,경기,M,100,4,6664
백엔드 개발자,경력,광주,L,100,5,7885
인사 총무,경력,경기,M,50,1,2276
데이터 엔지니어,경력,경기,S,50,5,7621
백엔드 개발자,경력,서울,L,0,5,8565
데이터 엔지니어,경력,경기,M,100,5,8681
고객상담 CS,경력,대구,M,50,3,2527
데이터 분석가,신입,서울,M,50,4,6102
백엔드 개발자,경력,서울,S,100,3,7483
퍼포먼스 마케터,경력,서울,S,0,3,3965
백엔드 개발자,신입,서울,S,100,3,4019
인사 총무,경력,부산,M,100,1,4224
데이터 분석가,경력,울산,M,50,3,7919
UI/UX 디자이너,신입,대전,S,0,1,3242
데이터 엔지니어,경력,서울,M,50,5,10164
프론트엔드 개발자,경력,서울,S,100,4,6520
UI/UX 디자이너,경력,울산,S,0,2,5273
데이터 엔지니어,경력,경기,S,0,5,5671
영업 지원,경력,광주,S,0,1,3274
데이터 엔지니어,경력,경기,M,0,3,7727
데이터 분석가,경력,경기,M,50,5,6174
일반사무,경력,서울,M,100,2,3599
일반사무,신입,경기,S,50,3,2000
데이터 분석가,경력,서울,L,50,5,8432
경리 회계,경력,서울,L,0,3,4794
고객상담 CS,신입,경기,S,50,2,2048
인사 총무,경력,경기,M,50,2,4576
백엔드 개발자,경력,부산,M,50,3,6333
고객상담 CS,경력,경기,L,100,1,3761
데이터 엔지니어,경력,부산,S,100,4,5189
데이터 엔지니어,신입,서울,M,0,2,4146
경리 회계,신입,대전,M,50,1,2550
백엔드 개발자,신입,대전,L,0,2,4484
프론트엔드 개발자,경력,경기,L,100,5,7704
프론트엔드 개발자,경력,부산,L,50,5,7019
영업 지원,신입,경기,M,0,2,2354
데이터 분석가,경력,서울,L,100,3,9443
경리 회계,신입,부산,S,50,1,2000
프론트엔드 개발자,경력,서울,S,50,4,7169
데이터 분석가,신입,서울,S,0,2,3980
백엔드 개발자,경력,부산,S,100,5,4653
데이터 분석가,경력,서울,S,50,3,7017
프론트엔드 개발자,경력,광주,M,50,5,5095
백엔드 개발자,신입,경기,S,50,5,3647
백엔드 개발자,경력,경기,M,50,4,6791
고객상담 CS,신입,서울,S,100,3,2198
백엔드 개발자,신입,서울,S,50,4,3919
데이터 분석가,신입,서울,S,100,3,4592
데이터 분석가,경력,서울,M,50,4,8566
영업 지원,경력,경기,M,0,2,4207
데이터 분석가,경력,광주,M,0,4,8205
데이터 분석가,경력,대전,M,50,3,6456
퍼포먼스 마케터,경력,서울,S,50,2,5895
백엔드 개발자,경력,대구,M,100,5,5446
UI/UX 디자이너,경력,경기,S,0,1,4325
데이터 분석가,경력,경기,M,100,4,7968
데이터 분석가,경력,인천,S,50,3,7926
프론트엔드 개발자,경력,서울,M,0,3,6861
프론트엔드 개발자,경력,부산,M,50,4,5851
퍼포먼스 마케터,경력,경기,S,0,1,4343
백엔드 개발자,신입,경기,S,100,2,2507
고객상담 CS,신입,서울,M,50,1,2878
퍼포먼스 마케터,경력,경기,L,0,1,6692
퍼포먼스 마케터,경력,서울,M,50,1,4137
데이터 분석가,경력,경기,S,0,5,6565
백엔드 개발자,신입,경기,M,0,5,2874
백엔드 개발자,경력,경기,M,0,2,7724
데이터 엔지니어,경력,서울,M,100,2,8104
프론트엔드 개발자,경력,경기,M,50,5,7382
일반사무,신입,서울,L,100,3,3281
영업 지원,경력,서울,S,50,2,3874
데이터 분석가,경력,서울,M,100,2,9032
경리 회계,경력,경기,L,0,2,3470
고객상담 CS,경력,서울,M,0,1,3540
프론트엔드 개발자,신입,경기,M,50,3,3097
UI/UX 디자이너,경력,경기,M,0,2,5632
퍼포먼스 마케터,신입,대전,M,50,3,3600
데이터 분석가,경력,경기,S,50,3,6380
백엔드 개발자,경력,서울,L,0,2,6779
데이터 엔지니어,경력,서울,S,100,4,8585
데이터 분석가,경력,서울,M,100,3,7606
영업 지원,경력,서울,M,0,3,3991
백엔드 개발자,신입,인천,S,0,2,3096
프론트엔드 개발자,경력,부산,M,50,2,4556
데이터 분석가,경력,대전,M,50,2,7286
인사 총무,경력,서울,L,50,1,5192
퍼포먼스 마케터,경력,서울,M,100,3,6159
일반사무,경력,서울,S,0,2,3378
데이터 엔지니어,신입,서울,S,50,2,4896
프론트엔드 개발자,경력,서울,M,100,4,6466
인사 총무,경력,경기,S,50,2,3722
퍼포먼스 마케터,경력,서울,M,0,3,4829
데이터 분석가,신입,서울,M,0,5,6077
데이터 분석가,경력,경기,S,0,4,5681
데이터 분석가,경력,서울,S,50,5,8248
데이터 분석가,경력,서울,S,0,3,6801
백엔드 개발자,경력,서울,S,0,2,6548
UI/UX 디자이너,경력,서울,M,0,3,6089
백엔드 개발자,경력,서울,M,0,3,6913
영업 지원,경력,서울,S,50,3,4782
영업 지원,경력,서울,M,100,1,3996
일반사무,경력,서울,S,50,2,4120
백엔드 개발자,신입,서울,S,0,4,5324
백엔드 개발자,경력,대전,M,50,5,7338
일반사무,경력,경기,S,0,3,2387
경리 회계,신입,경기,M,50,2,3659
일반사무,경력,인천,S,50,1,3595
프론트엔드 개발자,신입,인천,S,0,3,2544
영업 지원,경력,경기,M,50,1,4090
백엔드 개발자,경력,경기,M,50,3,6132
데이터 분석가,경력,경기,S,0,2,5025
프론트엔드 개발자,경력,서울,M,0,2,7881
퍼포먼스 마케터,신입,서울,M,50,2,2398
프론트엔드 개발자,신입,대구,L,0,3,4433
백엔드 개발자,신입,부산,S,100,2,3273
영업 지원,신입,서울,L,50,2,3655
백엔드 개발자,경력,대전,M,0,2,6697
영업 지원,경력,서울,L,100,2,4567
UI/UX 디자이너,신입,대구,M,0,1,3159
고객상담 CS,경력,서울,M,100,2,3484
데이터 분석가,경력,경기,M,100,5,7679
데이터 분석가,경력,서울,L,50,3,8676
UI/UX 디자이너,신입,서울,S,50,1,5418
백엔드 개발자,경력,서울,M,100,5,9058
퍼포먼스 마케터,경력,서울,L,0,1,6422
백엔드 개발자,경력,대구,S,50,4,5226
프론트엔드 개발자,경력,서울,S,100,2,6387
데이터 분석가,경력,경기,L,50,3,9436
프론트엔드 개발자,경력,서울,S,100,2,6527
백엔드 개발자,경력,서울,S,50,2,6678
데이터 분석가,경력,경기,L,0,2,9880
경리 회계,경력,서울,L,50,2,5042
데이터 엔지니어,신입,경기,L,50,3,5739
프론트엔드 개발자,경력,경기,M,0,2,7067
데이터 분석가,경력,경기,S,0,5,6921
데이터 엔지니어,경력,서울,L,50,5,8566
데이터 분석가,경력,서울,M,50,4,7303
UI/UX 디자이너,경력,서울,M,0,2,6389
프론트엔드 개발자,신입,경기,M,50,3,4257
백엔드 개발자,경력,인천,L,0,5,8649
데이터 엔지니어,경력,서울,S,100,4,8122
데이터 엔지니어,신입,경기,M,50,2,6878
퍼포먼스 마케터,신입,서울,M,50,1,3355
데이터 분석가,신입,경기,S,0,2,4579
고객상담 CS,경력,경기,S,0,2,2482
일반사무,경력,광주,M,50,3,3038
경리 회계,경력,서울,M,100,3,4853
UI/UX 디자이너,경력,서울,S,0,2,7043
백엔드 개발자,경력,부산,M,0,4,4678
데이터 분석가,신입,서울,M,50,2,6350
데이터 엔지니어,경력,경기,M,100,5,8918
백엔드 개발자,신입,서울,M,50,3,4417
일반사무,경력,광주,L,0,2,3410
인사 총무,신입,서울,S,0,1,2604
데이터 분석가,신입,경기,M,50,3,5703
퍼포먼스 마케터,신입,서울,M,50,3,2858
일반사무,경력,대전,S,100,3,2369
영업 지원,경력,경기,M,50,1,4092
경리 회계,경력,서울,M,0,3,3489
퍼포먼스 마케터,경력,서울,S,100,3,5418
백엔드 개발자,경력,서울,M,0,4,6496
데이터 분석가,신입,경기,S,0,5,3397
프론트엔드 개발자,경력,서울,L,50,5,8157
데이터 엔지니어,경력,서울,M,100,2,9177
인사 총무,경력,경기,L,50,2,3753
퍼포먼스 마케터,신입,서울,S,50,1,2995
데이터 엔지니어,경력,경기,S,100,4,9585
인사 총무,경력,경기,M,0,1,2923
백엔드 개발자,경력,경기,S,100,5,7065
데이터 분석가,신입,인천,M,50,5,5015
고객상담 CS,경력,경기,S,100,1,2397
영업 지원,신입,서울,M,50,3,2508
데이터 엔지니어,신입,경기,M,50,4,7088
데이터 분석가,경력,경기,L,50,4,9116
고객상담 CS,경력,경기,M,0,1,2996
데이터 분석가,경력,서울,M,50,4,7722
데이터 분석가,경력,부산,L,0,5,7795
백엔드 개발자,경력,서울,M,50,4,6452
데이터 분석가,신입,부산,S,100,2,4511
인사 총무,경력,경기,L,0,3,3954
데이터 분석가,신입,인천,M,0,5,3041
데이터 엔지니어,신입,울산,M,0,5,4856
데이터 엔지니어,신입,서울,M,0,3,5911
백엔드 개발자,경력,서울,M,0,5,6558
데이터 엔지니어,신입,광주,M,0,5,2000
데이터 분석가,경력,인천,S,50,4,8064
인사 총무,신입,경기,L,0,1,3737
일반사무,신입,대구,M,50,1,2421
영업 지원,경력,경기,L,0,2,4548
데이터 엔지니어,경력,서울,S,100,4,9826
UI/UX 디자이너,경력,인천,M,100,3,5243
일반사무,경력,서울,L,100,1,3350
경리 회계,경력,서울,S,50,2,4205
일반사무,경력,경기,M,0,1,2083
고객상담 CS,경력,경기,S,50,2,3389
데이터 분석가,경력,서울,S,0,3,8910
프론트엔드 개발자,경력,경기,S,100,2,5763
데이터 분석가,경력,서울,M,100,4,7031
UI/UX 디자이너,신입,경기,L,0,2,6158
백엔드 개발자,경력,부산,M,100,3,6078
데이터 엔지니어,신입,서울,M,50,3,5546
프론트엔드 개발자,신입,울산,M,0,3,2000
데이터 분석가,경력,경기,S,0,4,6373
퍼포먼스 마케터,경력,대구,M,50,3,4819
백엔드 개발자,경력,경기,S,0,4,7045
경리 회계,경력,서울,M,50,3,3934
퍼포먼스 마케터,경력,경기,M,50,1,4771
프론트엔드 개발자,신입,경기,M,100,4,2738
경리 회계,경력,경기,S,50,1,3932
UI/UX 디자이너,경력,경기,M,0,1,4918
프론트엔드 개발자,경력,경기,S,50,2,5954
퍼포먼스 마케터,신입,경기,M,100,1,3942
경리 회계,경력,서울,M,50,2,4935
UI/UX 디자이너,경력,서울,M,50,2,8194
경리 회계,경력,경기,M,50,2,3585
일반사무,경력,부산,M,50,2,3502
프론트엔드 개발자,경력,대구,M,0,5,4516
일반사무,경력,경기,M,0,2,3748
데이터 분석가,경력,서울,L,0,4,8428
데이터 분석가,신입,서울,L,0,5,6758
데이터 엔지니어,신입,경기,M,0,4,8638
데이터 분석가,경력,인천,S,0,5,7555
데이터 분석가,신입,경기,M,50,4,4290
백엔드 개발자,신입,서울,S,0,2,3036
경리 회계,경력,경기,M,100,1,3682
경리 회계,경력,서울,M,0,2,2394
데이터 분석가,신입,서울,L,0,3,7533
백엔드 개발자,경력,서울,L,0,5,8645
프론트엔드 개발자,경력,서울,S,0,3,6158
데이터 엔지니어,경력,서울,M,0,2,7685
백엔드 개발자,신입,서울,M,50,5,5245
인사 총무,경력,경기,M,50,1,4573
인사 총무,경력,서울,L,50,2,4594
UI/UX 디자이너,경력,서울,M,0,2,6282
고객상담 CS,신입,경기,M,50,1,2000
UI/UX 디자이너,신입,서울,L,100,1,3859
데이터 엔지니어,신입,서울,M,0,4,5520
UI/UX 디자이너,경력,광주,S,0,2,4366
인사 총무,신입,서울,M,0,3,2958
프론트엔드 개발자,경력,서울,S,50,3,6933
프론트엔드 개발자,경력,경기,M,100,2,5727
데이터 엔지니어,경력,서울,S,50,5,7858
프론트엔드 개발자,경력,경기,M,50,2,7507
데이터 엔지니어,신입,인천,M,50,5,5807
프론트엔드 개발자,경력,서울,L,50,5,8050
프론트엔드 개발자,경력,대구,S,50,5,3042
백엔드 개발자,경력,서울,S,100,4,6921
프론트엔드 개발자,경력,서울,L,100,2,9604
데이터 엔지니어,경력,서울,M,0,3,6883
고객상담 CS,신입,서울,L,50,1,2306
백엔드 개발자,신입,경기,L,0,5,5041
데이터 엔지니어,신입,서울,L,0,3,9005
퍼포먼스 마케터,경력,서울,M,50,1,5815
데이터 분석가,신입,서울,L,50,3,7351
데이터 분석가,신입,대전,M,50,2,5560
고객상담 CS,경력,인천,S,0,2,2566
인사 총무,신입,경기,S,50,3,2840
백엔드 개발자,경력,경기,S,0,2,5846
퍼포먼스 마케터,신입,서울,M,0,3,3610
데이터 엔지니어,신입,울산,S,0,3,4836
경리 회계,경력,서울,L,100,2,4977
데이터 분석가,경력,경기,S,100,3,7736
데이터 엔지니어,신입,부산,M,50,2,4528
UI/UX 디자이너,경력,서울,L,100,1,8299
퍼포먼스 마케터,신입,울산,S,0,3,2522
데이터 분석가,경력,경기,S,100,3,9757
프론트엔드 개발자,경력,울산,S,0,4,5909
데이터 분석가,경력,서울,L,50,5,9583
인사 총무,신입,서울,L,50,3,3262
백엔드 개발자,경력,서울,S,50,3,6664
일반사무,신입,경기,M,0,1,2000
데이터 엔지니어,경력,서울,M,50,4,9005
데이터 엔지니어,경력,서울,S,0,5,8572
퍼포먼스 마케터,신입,대구,S,0,3,2000
프론트엔드 개발자,신입,대구,L,50,4,4445
데이터 엔지니어,신입,부산,M,0,4,5250
데이터 엔지니어,경력,경기,M,50,4,8430
프론트엔드 개발자,경력,서울,M,100,3,7100
경리 회계,경력,서울,M,50,1,4241
데이터 분석가,경력,서울,M,100,2,7813
일반사무,경력,인천,M,0,1,3035
백엔드 개발자,경력,서울,M,0,4,7551
퍼포먼스 마케터,경력,서울,S,0,3,5176
데이터 분석가,신입,서울,S,50,4,5400
백엔드 개발자,신입,서울,S,0,2,4214
경리 회계,경력,경기,M,50,1,4892
퍼포먼스 마케터,신입,경기,M,0,3,3814
데이터 분석가,경력,부산,M,0,5,9221
데이터 분석가,경력,서울,M,0,5,9340
데이터 엔지니어,신입,경기,M,50,4,4621
데이터 엔지니어,신입,경기,S,0,3,5206
영업 지원,경력,인천,S,0,1,4180
데이터 분석가,경력,대전,M,100,4,7058
백엔드 개발자,경력,부산,M,100,4,7616
일반사무,경력,서울,S,0,3,2353
프론트엔드 개발자,신입,서울,S,0,3,2856
백엔드 개발자,신입,서울,S,0,3,3657
경리 회계,경력,서울,M,0,2,3052
프론트엔드 개발자,경력,서울,M,0,2,5138
인사 총무,경력,서울,M,0,3,3712
고객상담 CS,경력,서울,M,50,3,3634
백엔드 개발자,신입,부산,M,50,3,4948
데이터 엔지니어,경력,서울,L,100,4,10286
영업 지원,신입,광주,S,0,3,2000
영업 지원,경력,서울,M,100,3,4545
백엔드 개발자,경력,서울,L,100,2,7220
데이터 분석가,경력,서울,M,50,5,8344
백엔드 개발자,경력,경기,M,0,5,7257
데이터 엔지니어,경력,부산,M,50,3,8505
영업 지원,신입,서울,M,100,2,2425
데이터 분석가,경력,서울,S,0,3,6980
